original_archive	original_filename	extracted_path	sha256	module	semester	material_type	academic_year	source	provenance	classification_confidence	organized_location	duplicate_status	duplicate_of	content_status	notes	subtopic	integration_status	canonical_info
L1---informatique-part-07.zip	L1---informatique/CamScanner 01-31-2025 05.57.pdf	extracted/L1---informatique-part-07/L1---informatique/CamScanner 01-31-2025 05.57.pdf	365fec59681b8410b6623965f0b81d82ea4508fc0308d3983c14fce6adbe7ee5	UNCLASSIFIED	UNCLASSIFIED	OTHER	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/CamScanner 01-31-2025 05.57.pdf	NEW		PDF_NO_TEXT_LAYER (2p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	general	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/Series TD2 (1).pdf	extracted/L1---informatique-part-07/L1---informatique/Series TD2 (1).pdf	d5220cd4d48d5b1fdd10ea8f527371f3c39cf6e902af73fd7a8616497b530395	S1/Structure-de-machine-1	S1	EXERCISES	2025-2026	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Structure-de-machine-1/Series/Series TD2 (1).pdf	NEW		pdf_parsed (2p)		numérations	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/Series  TD1.pdf	extracted/L1---informatique-part-07/L1---informatique/Series  TD1.pdf	f8544e576607d811dd4a9d02f8070f2be514a86dd921e97f0ab51ede81af9613	UNCLASSIFIED	UNCLASSIFIED	EXERCISES	2025-2026	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/Series  TD1.pdf	NEW		pdf_parsed (2p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/serie3_STRM1_25_26.pdf	extracted/L1---informatique-part-07/L1---informatique/serie3_STRM1_25_26.pdf	a138690293d26416371eff843a37629897dae5f0919ee6cea09981e66b46b797	S2/Structure-de-machine-2	S2	EXERCISES	2025-2026	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	—	EXACT_DUPLICATE	L1---informatique-part-07.zip/extracted/L1---informatique-part-07/L1---informatique/serie3_STRM1_25_26 (1).pdf	pdf_parsed (3p)		convertisseurs	DUPLICATE_NOT_COPIED	canonical copy: organized/S2/Structure-de-machine-2/Series/serie3_STRM1_25_26 (1).pdf
L1---informatique-part-07.zip	L1---informatique/Exam_MS12023-2024.pdf	extracted/L1---informatique-part-07/L1---informatique/Exam_MS12023-2024.pdf	9a046db0198506c89ddcde687e278d726ee6884c75ff06a1b89b4c70a0a23b1b	S2/ASD-2	S2	OTHER	2023-2024	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S2/ASD-2/Autres/Exam_MS12023-2024.pdf	NEW		pdf_parsed (1p)		allocation-mémoire	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/Pages de Série TD3.pdf	extracted/L1---informatique-part-07/L1---informatique/Pages de Série TD3.pdf	b870f21cb71373bf6adebc0d6b99e03fd9930aacf6e27701bedf59c9869d1f78	S2/Logique-mathematique	S2	EXERCISES	2021-2022	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S2/Logique-mathematique/Series/Pages de Série TD3.pdf	NEW		pdf_parsed (3p)		logique-des-propositions	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/Examen5 Structure Machine 1 (2).pdf	extracted/L1---informatique-part-07/L1---informatique/Examen5 Structure Machine 1 (2).pdf	2ca11ae326f094b4fa83ac42e232611a481babf3eeb3dcfb6e00d9c2c86bbe2f	S2/Structure-de-machine-2	S2	EXAM	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S2/Structure-de-machine-2/Examens/Examen5 Structure Machine 1 (2).pdf	NEW		pdf_parsed (6p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	general	PLACED_CANONICAL	canonical of 2 exact duplicates
L1---informatique-part-07.zip	L1---informatique/4_6010436311297561656.pdf	extracted/L1---informatique-part-07/L1---informatique/4_6010436311297561656.pdf	5c31f42737f4dc16a553b3547b471e897989a4bcf7520528d82328aef7ff95aa	S2/Structure-de-machine-2	S2	OTHER	ACADEMIC_YEAR_UNKNOWN	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S2/Structure-de-machine-2/Autres/4_6010436311297561656.pdf	NEW		pdf_parsed (3p)		general	PLACED_CANONICAL	canonical of 1 exact duplicates
L1---informatique-part-07.zip	L1---informatique/Examen5 Structure Machine 1 (1).pdf	extracted/L1---informatique-part-07/L1---informatique/Examen5 Structure Machine 1 (1).pdf	2ca11ae326f094b4fa83ac42e232611a481babf3eeb3dcfb6e00d9c2c86bbe2f	S2/Structure-de-machine-2	S2	EXAM	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	—	EXACT_DUPLICATE	L1---informatique-part-07.zip/extracted/L1---informatique-part-07/L1---informatique/Examen5 Structure Machine 1 (2).pdf	pdf_parsed (6p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	general	DUPLICATE_NOT_COPIED	canonical copy: organized/S2/Structure-de-machine-2/Examens/Examen5 Structure Machine 1 (2).pdf
L1---informatique-part-07.zip	L1---informatique/Examen5 Structure Machine 1.pdf	extracted/L1---informatique-part-07/L1---informatique/Examen5 Structure Machine 1.pdf	2ca11ae326f094b4fa83ac42e232611a481babf3eeb3dcfb6e00d9c2c86bbe2f	S2/Structure-de-machine-2	S2	EXAM	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	—	EXACT_DUPLICATE	L1---informatique-part-07.zip/extracted/L1---informatique-part-07/L1---informatique/Examen5 Structure Machine 1 (2).pdf	pdf_parsed (6p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	general	DUPLICATE_NOT_COPIED	canonical copy: organized/S2/Structure-de-machine-2/Examens/Examen5 Structure Machine 1 (2).pdf
L1---informatique-part-07.zip	L1---informatique/Examen CC2_INFO1 (1) (1).pdf	extracted/L1---informatique-part-07/L1---informatique/Examen CC2_INFO1 (1) (1).pdf	4ef7b321453537f8a0d649cb6f90bd124a35c6da777eb72ace2c57c8fefba1e8	UNCLASSIFIED	UNCLASSIFIED	EXAM	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/Examen CC2_INFO1 (1) (1).pdf	NEW		PDF_NO_TEXT_LAYER (3p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/Corrigé Examen SM 2023-2024 V2.pdf	extracted/L1---informatique-part-07/L1---informatique/Corrigé Examen SM 2023-2024 V2.pdf	b1cafd261371f38b0e3484901e40a6eb32855f92447485f4d0263c2ef65760b5	S2/Structure-de-machine-2	S2	EXAM_CORRECTION	2023-2024	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S2/Structure-de-machine-2/Corriges/Corrigé Examen SM 2023-2024 V2.pdf	NEW		pdf_parsed (3p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/Corrigé Examen SM 2023-2024 V1.pdf	extracted/L1---informatique-part-07/L1---informatique/Corrigé Examen SM 2023-2024 V1.pdf	5c31f42737f4dc16a553b3547b471e897989a4bcf7520528d82328aef7ff95aa	S2/Structure-de-machine-2	S2	EXAM_CORRECTION	2023-2024	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	MEDIUM	—	EXACT_DUPLICATE	L1---informatique-part-07.zip/extracted/L1---informatique-part-07/L1---informatique/4_6010436311297561656.pdf	pdf_parsed (3p)		general	DUPLICATE_NOT_COPIED	canonical copy: organized/S2/Structure-de-machine-2/Autres/4_6010436311297561656.pdf
L1---informatique-part-07.zip	L1---informatique/TD2_SM1.pdf	extracted/L1---informatique-part-07/L1---informatique/TD2_SM1.pdf	383e829da0869dde9d9b1e5f9bb6282b12936ab2816746b79fefe26d0651ea5b	S1/Structure-de-machine-1	S1	OTHER	2023-2024	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Structure-de-machine-1/Autres/TD2_SM1.pdf	NEW		pdf_parsed (2p)		numérations	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/Examen3+Solution Structure Machine 1.pdf	extracted/L1---informatique-part-07/L1---informatique/Examen3+Solution Structure Machine 1.pdf	0bdd95cc1fd2a5ef61b6e4acec5349c66f4d0edec46882fe1795628c7d750087	S1/Structure-de-machine-1	S1	EXAM	2022-2023	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	—	EXACT_DUPLICATE	L1---informatique-part-01.zip/extracted/L1---informatique-part-01/L1---informatique/Exam 1 + solution archi (1).pdf	pdf_parsed (3p)		numérations	DUPLICATE_NOT_COPIED	canonical copy: organized/S1/Structure-de-machine-1/Examens/Exam 1 + solution archi (1).pdf
L1---informatique-part-07.zip	L1---informatique/Examen_SM1-2023-2024.pdf	extracted/L1---informatique-part-07/L1---informatique/Examen_SM1-2023-2024.pdf	08c2d1573f70c8146da2c972da5fdbd8ed08599894509c870b5e38878321a048	S2/Structure-de-machine-2	S2	EXAM	2023-2024	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	LOW	organized/S2/Structure-de-machine-2/Examens/Examen_SM1-2023-2024.pdf	NEW		pdf_parsed (1p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/rattrapage_danalyse1_avec_corrige_2020-2021-1.pdf	extracted/L1---informatique-part-07/L1---informatique/rattrapage_danalyse1_avec_corrige_2020-2021-1.pdf	d4807c0e430145fe12b3414ba94f03ed4bc52fb5c4b6ca3b059893beb40f52c1	UNCLASSIFIED	UNCLASSIFIED	EXAM_CORRECTION	2020-2021	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/rattrapage_danalyse1_avec_corrige_2020-2021-1.pdf	NEW		pdf_parsed (5p)		general	PLACED_CANONICAL	canonical of 2 exact duplicates
L1---informatique-part-07.zip	L1---informatique/rattrapage_danalyse1_avec_corrige_2020-2021.pdf	extracted/L1---informatique-part-07/L1---informatique/rattrapage_danalyse1_avec_corrige_2020-2021.pdf	d4807c0e430145fe12b3414ba94f03ed4bc52fb5c4b6ca3b059893beb40f52c1	UNCLASSIFIED	UNCLASSIFIED	EXAM_CORRECTION	2020-2021	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	LOW	—	EXACT_DUPLICATE	L1---informatique-part-07.zip/extracted/L1---informatique-part-07/L1---informatique/rattrapage_danalyse1_avec_corrige_2020-2021-1.pdf	pdf_parsed (5p)		general	DUPLICATE_NOT_COPIED	canonical copy: organized/UNCLASSIFIED/Autres/rattrapage_danalyse1_avec_corrige_2020-2021-1.pdf
L1---informatique-part-07.zip	L1---informatique/Examen4_Analyse_1_MI-L1.pdf	extracted/L1---informatique-part-07/L1---informatique/Examen4_Analyse_1_MI-L1.pdf	b12c69056b4c9da1ad2e03e91894bc8ab1550781bfa3f7235f5fd9428a69fd28	S1/Analyse-1	S1	EXAM	2019-2020	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Analyse-1/Examens/Examen4_Analyse_1_MI-L1.pdf	NEW		pdf_parsed (4p)		nombres-réels	PLACED_CANONICAL	canonical of 1 exact duplicates
L1---informatique-part-07.zip	L1---informatique/Examen3_Analyse_1_MI-L1_1.pdf	extracted/L1---informatique-part-07/L1---informatique/Examen3_Analyse_1_MI-L1_1.pdf	985cc91e7aed25f8d55c5069cbbeb543362bc8a8aa23bb8376030a0a82926572	S1/Analyse-1	S1	EXAM	2019-2020	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Analyse-1/Examens/Examen3_Analyse_1_MI-L1_1.pdf	NEW		pdf_parsed (4p)		continuité	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/algo1 exam info_lmd_saad dahleb.pdf	extracted/L1---informatique-part-07/L1---informatique/algo1 exam info_lmd_saad dahleb.pdf	6e95dd7e3d7d7bdcb4c2dc7c9e3174a2071dbb8d44cb066af46e49e337a10708	S1/Algorithmique-ASD-1	S1	OTHER	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Algorithmique-ASD-1/Autres/algo1 exam info_lmd_saad dahleb.pdf	NEW		PDF_NO_TEXT_LAYER (1p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/TEST TP Janvier 2018 (sujet 2) (2).pdf	extracted/L1---informatique-part-07/L1---informatique/TEST TP Janvier 2018 (sujet 2) (2).pdf	7ab4adeb3937a5342f10e6ea3a724a4b7f4a73523aeef71e2ee77e90d37c3931	UNCLASSIFIED	UNCLASSIFIED	EXAM	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/TEST TP Janvier 2018 (sujet 2) (2).pdf	NEW		pdf_parsed (4p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	general	PLACED_CANONICAL	canonical of 3 exact duplicates
L1---informatique-part-07.zip	L1---informatique/TEST TP Janvier 2018 (sujet 2) (1).pdf	extracted/L1---informatique-part-07/L1---informatique/TEST TP Janvier 2018 (sujet 2) (1).pdf	7ab4adeb3937a5342f10e6ea3a724a4b7f4a73523aeef71e2ee77e90d37c3931	UNCLASSIFIED	UNCLASSIFIED	EXAM	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	—	EXACT_DUPLICATE	L1---informatique-part-07.zip/extracted/L1---informatique-part-07/L1---informatique/TEST TP Janvier 2018 (sujet 2) (2).pdf	pdf_parsed (4p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	general	DUPLICATE_NOT_COPIED	canonical copy: organized/UNCLASSIFIED/Autres/TEST TP Janvier 2018 (sujet 2) (2).pdf
L1---informatique-part-07.zip	L1---informatique/TEST TP Janvier 2018 (sujet 2).pdf	extracted/L1---informatique-part-07/L1---informatique/TEST TP Janvier 2018 (sujet 2).pdf	7ab4adeb3937a5342f10e6ea3a724a4b7f4a73523aeef71e2ee77e90d37c3931	UNCLASSIFIED	UNCLASSIFIED	EXAM	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	—	EXACT_DUPLICATE	L1---informatique-part-07.zip/extracted/L1---informatique-part-07/L1---informatique/TEST TP Janvier 2018 (sujet 2) (2).pdf	pdf_parsed (4p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	general	DUPLICATE_NOT_COPIED	canonical copy: organized/UNCLASSIFIED/Autres/TEST TP Janvier 2018 (sujet 2) (2).pdf
L1---informatique-part-07.zip	L1---informatique/Real-analysis-1.pdf	extracted/L1---informatique-part-07/L1---informatique/Real-analysis-1.pdf	3f65161626f899d8bd7c568ccaebae45abd9ec54d52c18ffc59578b2809a1eac	S2/Logique-mathematique	S2	OTHER	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S2/Logique-mathematique/Autres/Real-analysis-1.pdf	NEW		pdf_parsed (55p)		logique-des-propositions	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/TEST TP Janvier 2018 (sujet 1) (1).pdf	extracted/L1---informatique-part-07/L1---informatique/TEST TP Janvier 2018 (sujet 1) (1).pdf	d40efcd2dd9e850a840f7f19e6d2db8b4e772d4ea8753aeb0bd2e09b8dbc78fb	UNCLASSIFIED	UNCLASSIFIED	EXAM	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/TEST TP Janvier 2018 (sujet 1) (1).pdf	NEW		pdf_parsed (4p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	general	PLACED_CANONICAL	canonical of 1 exact duplicates
L1---informatique-part-07.zip	L1---informatique/TEST TP Janvier 2018 (sujet 1).pdf	extracted/L1---informatique-part-07/L1---informatique/TEST TP Janvier 2018 (sujet 1).pdf	d40efcd2dd9e850a840f7f19e6d2db8b4e772d4ea8753aeb0bd2e09b8dbc78fb	UNCLASSIFIED	UNCLASSIFIED	EXAM	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	—	EXACT_DUPLICATE	L1---informatique-part-07.zip/extracted/L1---informatique-part-07/L1---informatique/TEST TP Janvier 2018 (sujet 1) (1).pdf	pdf_parsed (4p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	general	DUPLICATE_NOT_COPIED	canonical copy: organized/UNCLASSIFIED/Autres/TEST TP Janvier 2018 (sujet 1) (1).pdf
L1---informatique-part-07.zip	L1---informatique/Examen-2021.pdf	extracted/L1---informatique-part-07/L1---informatique/Examen-2021.pdf	486702bf81db0f0edb0e09fb0f0516d4bca40705ce2c18fe716f17d6f4059a00	S2/ASD-2	S2	EXAM	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S2/ASD-2/Examens/Examen-2021.pdf	NEW		pdf_parsed (2p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	langage-C	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/TEST TP Janvier 2018 (sujet 2) (1) (1).pdf	extracted/L1---informatique-part-07/L1---informatique/TEST TP Janvier 2018 (sujet 2) (1) (1).pdf	7ab4adeb3937a5342f10e6ea3a724a4b7f4a73523aeef71e2ee77e90d37c3931	UNCLASSIFIED	UNCLASSIFIED	EXAM	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	—	EXACT_DUPLICATE	L1---informatique-part-07.zip/extracted/L1---informatique-part-07/L1---informatique/TEST TP Janvier 2018 (sujet 2) (2).pdf	pdf_parsed (4p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	general	DUPLICATE_NOT_COPIED	canonical copy: organized/UNCLASSIFIED/Autres/TEST TP Janvier 2018 (sujet 2) (2).pdf
L1---informatique-part-07.zip	L1---informatique/mi-1an13-s1-ex_fin-algo16.pdf	extracted/L1---informatique-part-07/L1---informatique/mi-1an13-s1-ex_fin-algo16.pdf	cdba36f24201dccc4c674f8c67fc64b1fd4519664d35f700b7b925b7db47bbf7	S1/Algorithmique-ASD-1	S1	OTHER	ACADEMIC_YEAR_UNKNOWN	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Algorithmique-ASD-1/Autres/mi-1an13-s1-ex_fin-algo16.pdf	NEW		pdf_parsed (6p)	nombre 4-chiffres nu dans le texte, non retenu comme preuve d'annee	conditions	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/TP 1 algo.pdf	extracted/L1---informatique-part-07/L1---informatique/TP 1 algo.pdf	f399bdfb8e353a87b6e0e2d5f581a22c6541fde1c8518892be30bba13f6537dd	S1/Algorithmique-ASD-1	S1	TP	2024-2025	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	LOW	organized/S1/Algorithmique-ASD-1/TP/TP 1 algo.pdf	NEW		pdf_parsed (3p)		fondamentaux	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/Td 2 algo.pdf	extracted/L1---informatique-part-07/L1---informatique/Td 2 algo.pdf	3cf6710707ea3ff4e430b62398ccf713d9bf77e2456750de2cd57dc492a085e2	S1/Algorithmique-ASD-1	S1	TD	2024-2025	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S1/Algorithmique-ASD-1/TD/Td 2 algo.pdf	NEW		pdf_parsed (3p)		fondamentaux	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/Examen4_Analyse_1_MI-L1-1.pdf	extracted/L1---informatique-part-07/L1---informatique/Examen4_Analyse_1_MI-L1-1.pdf	b12c69056b4c9da1ad2e03e91894bc8ab1550781bfa3f7235f5fd9428a69fd28	S1/Analyse-1	S1	EXAM	2019-2020	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	—	EXACT_DUPLICATE	L1---informatique-part-07.zip/extracted/L1---informatique-part-07/L1---informatique/Examen4_Analyse_1_MI-L1.pdf	pdf_parsed (4p)		nombres-réels	DUPLICATE_NOT_COPIED	canonical copy: organized/S1/Analyse-1/Examens/Examen4_Analyse_1_MI-L1.pdf
L1---informatique-part-07.zip	L1---informatique/Examen2_Analyse_1_MI-L1.pdf	extracted/L1---informatique-part-07/L1---informatique/Examen2_Analyse_1_MI-L1.pdf	e80e59cbf126beb25b17ce29395e3e122a6d468fbaaa177921586aee87a8eacf	S1/Analyse-1	S1	EXAM	2020-2021	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Analyse-1/Examens/Examen2_Analyse_1_MI-L1.pdf	NEW		pdf_parsed (3p)		suites	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/rattrapage d'analyse1 avec corrigé 2020-2021.pdf	extracted/L1---informatique-part-07/L1---informatique/rattrapage d'analyse1 avec corrigé 2020-2021.pdf	d4807c0e430145fe12b3414ba94f03ed4bc52fb5c4b6ca3b059893beb40f52c1	S1/Analyse-1	S1	EXAM_CORRECTION	2020-2021	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	—	EXACT_DUPLICATE	L1---informatique-part-07.zip/extracted/L1---informatique-part-07/L1---informatique/rattrapage_danalyse1_avec_corrige_2020-2021-1.pdf	pdf_parsed (5p)		dérivabilité	DUPLICATE_NOT_COPIED	canonical copy: organized/UNCLASSIFIED/Autres/rattrapage_danalyse1_avec_corrige_2020-2021-1.pdf
L1---informatique-part-07.zip	L1---informatique/Tutorial Series 1.pdf	extracted/L1---informatique-part-07/L1---informatique/Tutorial Series 1.pdf	fc7cc8e622a227dcaa915031b23c94fe4434d5d25c43b21522e8fce886e61a0d	UNCLASSIFIED	UNCLASSIFIED	EXERCISES	ACADEMIC_YEAR_UNKNOWN	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/Tutorial Series 1.pdf	NEW		pdf_parsed (2p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/TD4 (1).pdf	extracted/L1---informatique-part-07/L1---informatique/TD4 (1).pdf	8316de4a7a1fb673483bcbf0fb68139a8998205747d5bd5d340eaf0b0ed7ab5c	S1/Analyse-1	S1	EXERCISES	ACADEMIC_YEAR_UNKNOWN	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Analyse-1/Series/TD4 (1).pdf	NEW		pdf_parsed (3p)		continuité	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/analysis_1-chapter_03.pdf	extracted/L1---informatique-part-07/L1---informatique/analysis_1-chapter_03.pdf	ab428748f43b0bcbb073c684e5dd4d5104aeab4f47c28551c311e47d521100f5	S1/Analyse-1	S1	CHAPTER	2024-2025	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S1/Analyse-1/Cours/analysis_1-chapter_03.pdf	NEW		pdf_parsed (9p)		nombres-réels	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/Ch 1_Sets Theory, Relations and Functions - Formula Sheet.PDF	extracted/L1---informatique-part-07/L1---informatique/Ch 1_Sets Theory, Relations and Functions - Formula Sheet.PDF	d0e038a3d947774b8b178f62e0ee5acae66f1e7c9c74b77207c15866ce671dfe	UNCLASSIFIED	UNCLASSIFIED	CHAPTER	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/Ch 1_Sets Theory, Relations and Functions - Formula Sheet.PDF	NEW		pdf_parsed (5p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/résumer chapitre 1 analyse REAL NUMBERS.pdf	extracted/L1---informatique-part-07/L1---informatique/résumer chapitre 1 analyse REAL NUMBERS.pdf	3ead52264c552575c36e3bdd4fd28dd39badbb78d9d686e90c6f14ce3ea2d38c	UNCLASSIFIED	UNCLASSIFIED	SUMMARY	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/résumer chapitre 1 analyse REAL NUMBERS.pdf	NEW		PDF_NO_TEXT_LAYER (2p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/Rattrapage - ASD.pdf	extracted/L1---informatique-part-07/L1---informatique/Rattrapage - ASD.pdf	8186cf0e4fccfac27da8cdfdd90c5254d7cd5e35452db2d60920e807084e0079	UNCLASSIFIED	UNCLASSIFIED	EXAM	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	LOW	organized/UNCLASSIFIED/Autres/Rattrapage - ASD.pdf	NEW		PDF_NO_TEXT_LAYER (1p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/Td 1 algo.pdf	extracted/L1---informatique-part-07/L1---informatique/Td 1 algo.pdf	1da843fff487e568b024f9d9a75664062c402b3920d6bfd2fdffee9133828e25	S1/Analyse-1	S1	TD	2024-2025	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	LOW	organized/S1/Analyse-1/TD/Td 1 algo.pdf	NEW		pdf_parsed (3p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/résumé algo 1.pdf	extracted/L1---informatique-part-07/L1---informatique/résumé algo 1.pdf	72c28ae74fad321dc6f18a2b2f9dd0f60aaad28c2b37be5575acea92b08d4a61	S1/Algorithmique-ASD-1	S1	SUMMARY	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	HIGH	organized/S1/Algorithmique-ASD-1/Revisions/résumé algo 1.pdf	NEW		PDF_NO_TEXT_LAYER (1p)		general	PLACED_CANONICAL	canonical
L1---informatique-part-07.zip	L1---informatique/Arrays_one_dim_ve.pdf	extracted/L1---informatique-part-07/L1---informatique/Arrays_one_dim_ve.pdf	327a812de4c7532206f5aba3c562fbd6318febe15ba2c4584a04d8711d65e7f6	S2/Algebre-2	S2	OTHER	ACADEMIC_YEAR_UNKNOWN	UNKNOWN	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S2/Algebre-2/Autres/Arrays_one_dim_ve.pdf	NEW		pdf_parsed (28p)		espaces-vectoriels	PLACED_CANONICAL	canonical
L1---informatique-part-08.zip	L1---informatique/ملخص 3 (1).pdf	extracted/L1---informatique-part-08/L1---informatique/ملخص 3 (1).pdf	6ae0ed68b3f8857f77720af82d2bf15860191fb493e45e95278d6749c6296b43	S1/Logiciels-libres	S1	OTHER	ACADEMIC_YEAR_UNKNOWN	PUBLIC_UNIVERSITY	TELEGRAM_USER_PROVIDED	MEDIUM	organized/S1/Logiciels-libres/Autres/ملخص 3 (1).pdf	NEW		pdf_parsed (15p)		philosophie-du-libre	PLACED_CANONICAL	canonical of 1 exact duplicates
